21.5,39.433333333333294,23.566666666666695,36.66,22.39,36.73,22.764285714285695,37.064285714285695,20.1,44.29,11.2333333333333,27.9966666666667,20.6142857142857,31.39,21.7,38.29,20.9266666666667,39.29,8.18333333333333,761.8166666666668,74.3333333333333,3.0,38.16666666666669,3.7666666666666706,28.01236732630059,28.01236732630059
19.39,37.06,17.1,39.79,19.89,39.1725,19.0,36.59,17.39,58.1266666666667,0.966666666666667,76.6566666666667,17.79,31.89,20.84,44.515,17.6,39.975,0.1,747.2999999999998,99.0,2.0,11.0,0.0,37.39966799039394,37.39966799039394
25.6,46.7,26.1,43.09,26.29,43.5,25.7,43.856,24.1,52.3266666666667,24.4,1.26,25.29,41.73,25.29,48.933333333333294,24.16,46.356,21.2,744.1,57.5,3.5,25.5,12.5,12.07975138677284,12.07975138677284
21.533333333333296,45.863333333333294,21.2,44.6633333333333,21.76,44.59,19.89,47.9,18.6222222222222,58.0994444444444,10.83,96.9266666666667,18.4022222222222,44.4111111111111,20.2,50.79,18.6,49.09,9.8,762.9,90.6666666666667,5.0,32.66666666666669,8.36666666666667,31.106549676042047,31.106549676042047
21.79,42.363333333333294,19.2,45.9666666666667,23.0,39.5,21.7,40.29,20.79,44.096,7.366666666666669,57.8,21.29,35.5,22.29,42.0928571428571,20.79,43.223333333333294,7.55,751.75,91.8333333333333,2.16666666666667,26.3333333333333,6.23333333333333,30.983556946739554,30.983556946739554
20.823333333333295,37.3266666666667,19.0,38.0,20.963333333333296,38.79,19.6,36.4,18.1,49.09,2.23,81.4633333333333,18.5,32.59,20.89,45.5,18.23,41.23,2.25,743.1,96.0,5.5,45.5,1.65,44.22916981857271,44.22916981857271
21.29,40.4,19.89,41.7,23.1475,37.3975,21.1,38.334,20.5,45.0,7.29666666666667,38.793333333333294,20.7,32.0542857142857,22.23,39.1566666666667,21.323333333333295,40.5666666666667,5.1,754.033333333333,86.0,3.3333333333333295,40.0,2.9666666666666694,19.139698997605592,19.139698997605592
21.29,43.9266666666667,19.7,41.793333333333294,21.79,36.29,20.5,33.73,19.5,43.69333333333329,7.2,26.4333333333333,20.1,28.9266666666667,22.1666666666667,37.59,19.4266666666667,33.4633333333333,7.0,748.6333333333331,57.33333333333329,6.3333333333333295,40.0,-0.9,24.004469229839746,24.004469229839746
20.7,41.66666666666671,20.5,38.2,20.6666666666667,38.76,21.2,36.59,18.2,47.26,8.3,38.63,18.79,31.6933333333333,19.823333333333295,38.863333333333294,18.39,42.23,7.5833333333333295,746.1666666666669,60.16666666666671,9.0,40.0,0.25,33.616651163902134,33.616651163902134
19.6,43.79,18.89,43.59,20.0,44.79,16.6,46.4,16.7,51.745,8.89,86.7666666666667,16.8233333333333,42.5,18.79,52.3877777777778,16.3233333333333,48.4,8.86666666666667,758.5,85.0,10.3333333333333,30.666666666666696,6.43333333333333,31.78343799663708,31.78343799663708
17.89,45.6333333333333,17.1,45.66,18.823333333333295,42.69333333333329,16.76,45.2,16.6,50.2,8.689999999999998,84.3666666666667,16.89,40.5,17.0,47.1877777777778,16.2,44.7,8.5,762.5,84.0,10.0,40.0,5.9,44.10588747123256,44.10588747123256
20.79,35.76,20.7,34.0,20.2,36.2,21.1,34.3266666666667,17.9266666666667,46.7666666666667,7.46666666666667,34.1266666666667,21.323333333333295,28.79,23.5,34.93,19.2,38.76,7.65,769.35,63.5,6.0,25.5,1.08333333333333,38.44093057559803,38.44093057559803
20.1,39.29,18.23,40.2,20.79,37.6266666666667,19.8566666666667,35.76,18.39,45.29,2.3,84.745,18.79,34.4,20.2,40.93,17.89,39.7666666666667,1.6,755.0,94.0,1.0,55.0,0.7,49.04170612571761,49.04170612571761
21.79,50.49,21.1,47.1266666666667,22.39,46.6966666666667,20.5,46.9,19.7,55.3077777777778,7.69,98.9,18.7,43.21,19.89,49.8805555555556,18.5,50.93,7.5,756.2,89.6666666666667,6.66666666666667,34.3333333333333,5.9,4.451864177826792,4.451864177826792
22.0,53.0666666666667,21.566666666666695,45.9666666666667,22.08,46.678,20.5,45.56,20.29,51.8005555555556,5.96666666666667,96.6266666666667,18.6,41.2772222222222,20.79,48.9666666666667,18.2,47.1266666666667,6.96666666666667,757.6666666666669,82.3333333333333,6.0,36.33333333333329,4.133333333333329,9.800342610105872,9.800342610105872
